gameId,date,teamId,teamAbbrev,teamName,homeAway,finalScore,numScratches
2024021093,2025-03-20,13,FLA,Panthers,away,1,
2024021094,2025-03-20,2,NYI,Islanders,home,4,
2024021094,2025-03-20,8,MTL,Canadiens,away,3,
2024021095,2025-03-20,19,STL,Blues,home,4,
2024021095,2025-03-20,23,VAN,Canucks,away,3,
2024021096,2025-03-20,18,NSH,Predators,home,1,
2024021096,2025-03-20,24,ANA,Ducks,away,4,
2024021097,2025-03-20,25,DAL,Stars,home,2,
2024021097,2025-03-20,14,TBL,Lightning,away,3,
2024021098,2025-03-20,16,CHI,Blackhawks,home,1,
2024021098,2025-03-20,26,LAK,Kings,away,3,
2024021099,2025-03-20,22,EDM,Oilers,home,3,
2024021099,2025-03-20,52,WPG,Jets,away,4,
2024021100,2025-03-20,59,UTA,Utah Hockey Club,home,5,
2024021100,2025-03-20,7,BUF,Sabres,away,2,
2024021101,2025-03-20,54,VGK,Golden Knights,home,5,
2024021101,2025-03-20,6,BOS,Bruins,away,1,
2024021102,2025-03-20,28,SJS,Sharks,home,1,
2024021102,2025-03-20,12,CAR,Hurricanes,away,3,
2024021103,2025-03-21,5,PIT,Penguins,home,6,
2024021103,2025-03-21,29,CBJ,Blue Jackets,away,3,
2024021104,2025-03-22,3,NYR,Rangers,home,5,
2024021104,2025-03-22,23,VAN,Canucks,away,3,
2024021105,2025-03-22,25,DAL,Stars,home,3,
2024021105,2025-03-22,4,PHI,Flyers,away,2,
2024021106,2025-03-22,30,MIN,Wild,home,4,
2024021106,2025-03-22,7,BUF,Sabres,away,1,
2024021107,2025-03-22,19,STL,Blues,home,4,
2024021107,2025-03-22,16,CHI,Blackhawks,away,1,
2024021108,2025-03-22,2,NYI,Islanders,home,3,
2024021108,2025-03-22,20,CGY,Flames,away,4,
2024021109,2025-03-22,26,LAK,Kings,home,7,
2024021109,2025-03-22,12,CAR,Hurricanes,away,2,
2024021110,2025-03-22,15,WSH,Capitals,home,6,
2024021110,2025-03-22,13,FLA,Panthers,away,3,
2024021111,2025-03-22,59,UTA,Utah Hockey Club,home,6,
2024021111,2025-03-22,14,TBL,Lightning,away,4,
2024021112,2025-03-22,8,MTL,Canadiens,home,4,
2024021112,2025-03-22,21,COL,Avalanche,away,5,
2024021113,2025-03-22,1,NJD,Devils,home,2,
2024021113,2025-03-22,9,OTT,Senators,away,3,
2024021114,2025-03-22,18,NSH,Predators,home,5,
2024021114,2025-03-22,10,TOR,Maple Leafs,away,2,
2024021115,2025-03-22,54,VGK,Golden Knights,home,6,
2024021115,2025-03-22,17,DET,Red Wings,away,3,
2024021116,2025-03-22,22,EDM,Oilers,home,5,
2024021116,2025-03-22,55,SEA,Kraken,away,4,
2024021117,2025-03-22,28,SJS,Sharks,home,3,
2024021117,2025-03-22,6,BOS,Bruins,away,1,
2024021118,2025-03-23,16,CHI,Blackhawks,home,7,
2024021118,2025-03-23,4,PHI,Flyers,away,4,
2024021119,2025-03-23,52,WPG,Jets,home,3,
2024021119,2025-03-23,7,BUF,Sabres,away,5,
2024021120,2025-03-23,13,FLA,Panthers,home,4,
2024021120,2025-03-23,5,PIT,Penguins,away,3,
2024021121,2025-03-23,19,STL,Blues,home,4,
2024021121,2025-03-23,18,NSH,Predators,away,1,
2024021122,2025-03-23,54,VGK,Golden Knights,home,4,
2024021122,2025-03-23,14,TBL,Lightning,away,2,
2024021123,2025-03-23,24,ANA,Ducks,home,2,
2024021123,2025-03-23,12,CAR,Hurricanes,away,5,
2024021124,2025-03-23,26,LAK,Kings,home,7,
2024021124,2025-03-23,6,BOS,Bruins,away,2,
2024021125,2025-03-24,1,NJD,Devils,home,3,
2024021125,2025-03-24,23,VAN,Canucks,away,4,
2024021126,2025-03-24,2,NYI,Islanders,home,3,
2024021126,2025-03-24,29,CBJ,Blue Jackets,away,4,
2024021127,2025-03-24,25,DAL,Stars,home,3,
2024021127,2025-03-24,30,MIN,Wild,away,0,
2024021128,2025-03-24,59,UTA,Utah Hockey Club,home,1,
2024021128,2025-03-24,17,DET,Red Wings,away,5,
2024021129,2025-03-25,7,BUF,Sabres,home,3,
2024021129,2025-03-25,9,OTT,Senators,away,2,
2024021130,2025-03-25,10,TOR,Maple Leafs,home,7,
2024021130,2025-03-25,4,PHI,Flyers,away,2,
2024021131,2025-03-25,14,TBL,Lightning,home,6,
2024021131,2025-03-25,5,PIT,Penguins,away,1,
2024021132,2025-03-25,12,CAR,Hurricanes,home,1,
2024021132,2025-03-25,18,NSH,Predators,away,3,
2024021133,2025-03-25,19,STL,Blues,home,6,
2024021133,2025-03-25,8,MTL,Canadiens,away,1,
2024021134,2025-03-25,30,MIN,Wild,home,1,
2024021134,2025-03-25,54,VGK,Golden Knights,away,5,
2024021135,2025-03-25,52,WPG,Jets,home,3,
2024021135,2025-03-25,15,WSH,Capitals,away,2,
2024021136,2025-03-25,21,COL,Avalanche,home,5,
2024021136,2025-03-25,17,DET,Red Wings,away,2,
2024021137,2025-03-25,20,CGY,Flames,home,4,
2024021137,2025-03-25,55,SEA,Kraken,away,3,
2024021138,2025-03-25,26,LAK,Kings,home,3,
2024021138,2025-03-25,3,NYR,Rangers,away,1,
2024021139,2025-03-26,2,NYI,Islanders,home,2,
2024021139,2025-03-26,23,VAN,Canucks,away,5,
2024021140,2025-03-26,16,CHI,Blackhawks,home,3,
2024021140,2025-03-26,1,NJD,Devils,away,5,
2024021141,2025-03-26,22,EDM,Oilers,home,3,
2024021141,2025-03-26,25,DAL,Stars,away,4,
2024021142,2025-03-26,24,ANA,Ducks,home,6,
2024021142,2025-03-26,6,BOS,Bruins,away,2,
2024021103,2025-03-21,5,PIT,Penguins,home,6,
2024021103,2025-03-21,29,CBJ,Blue Jackets,away,3,
2024021104,2025-03-22,3,NYR,Rangers,home,5,
2024021104,2025-03-22,23,VAN,Canucks,away,3,
2024021105,2025-03-22,25,DAL,Stars,home,3,
2024021105,2025-03-22,4,PHI,Flyers,away,2,
2024021106,2025-03-22,30,MIN,Wild,home,4,
2024021106,2025-03-22,7,BUF,Sabres,away,1,
2024021107,2025-03-22,19,STL,Blues,home,4,
2024021107,2025-03-22,16,CHI,Blackhawks,away,1,
2024021108,2025-03-22,2,NYI,Islanders,home,3,
2024021108,2025-03-22,20,CGY,Flames,away,4,
2024021109,2025-03-22,26,LAK,Kings,home,7,
2024021109,2025-03-22,12,CAR,Hurricanes,away,2,
2024021110,2025-03-22,15,WSH,Capitals,home,6,
2024021110,2025-03-22,13,FLA,Panthers,away,3,
2024021111,2025-03-22,59,UTA,Utah Hockey Club,home,6,
2024021111,2025-03-22,14,TBL,Lightning,away,4,
2024021112,2025-03-22,8,MTL,Canadiens,home,4,
2024021112,2025-03-22,21,COL,Avalanche,away,5,
2024021113,2025-03-22,1,NJD,Devils,home,2,
2024021113,2025-03-22,9,OTT,Senators,away,3,
2024021114,2025-03-22,18,NSH,Predators,home,5,
2024021114,2025-03-22,10,TOR,Maple Leafs,away,2,
2024021115,2025-03-22,54,VGK,Golden Knights,home,6,
2024021115,2025-03-22,17,DET,Red Wings,away,3,
2024021116,2025-03-22,22,EDM,Oilers,home,5,
2024021116,2025-03-22,55,SEA,Kraken,away,4,
2024021117,2025-03-22,28,SJS,Sharks,home,3,
2024021117,2025-03-22,6,BOS,Bruins,away,1,
2024021118,2025-03-23,16,CHI,Blackhawks,home,7,
2024021118,2025-03-23,4,PHI,Flyers,away,4,
2024021119,2025-03-23,52,WPG,Jets,home,3,
2024021119,2025-03-23,7,BUF,Sabres,away,5,
2024021120,2025-03-23,13,FLA,Panthers,home,4,
2024021120,2025-03-23,5,PIT,Penguins,away,3,
2024021121,2025-03-23,19,STL,Blues,home,4,
2024021121,2025-03-23,18,NSH,Predators,away,1,
2024021122,2025-03-23,54,VGK,Golden Knights,home,4,
2024021122,2025-03-23,14,TBL,Lightning,away,2,
2024021123,2025-03-23,24,ANA,Ducks,home,2,
2024021123,2025-03-23,12,CAR,Hurricanes,away,5,
2024021124,2025-03-23,26,LAK,Kings,home,7,
2024021124,2025-03-23,6,BOS,Bruins,away,2,
2024021125,2025-03-24,1,NJD,Devils,home,3,
2024021125,2025-03-24,23,VAN,Canucks,away,4,
2024021126,2025-03-24,2,NYI,Islanders,home,3,
2024021126,2025-03-24,29,CBJ,Blue Jackets,away,4,
2024021127,2025-03-24,25,DAL,Stars,home,3,
2024021127,2025-03-24,30,MIN,Wild,away,0,
2024021128,2025-03-24,59,UTA,Utah Hockey Club,home,1,
2024021128,2025-03-24,17,DET,Red Wings,away,5,
2024021129,2025-03-25,7,BUF,Sabres,home,3,
2024021129,2025-03-25,9,OTT,Senators,away,2,
2024021130,2025-03-25,10,TOR,Maple Leafs,home,7,
2024021130,2025-03-25,4,PHI,Flyers,away,2,
2024021131,2025-03-25,14,TBL,Lightning,home,6,
2024021131,2025-03-25,5,PIT,Penguins,away,1,
2024021132,2025-03-25,12,CAR,Hurricanes,home,1,
2024021132,2025-03-25,18,NSH,Predators,away,3,
2024021133,2025-03-25,19,STL,Blues,home,6,
2024021133,2025-03-25,8,MTL,Canadiens,away,1,
2024021134,2025-03-25,30,MIN,Wild,home,1,
2024021134,2025-03-25,54,VGK,Golden Knights,away,5,
2024021135,2025-03-25,52,WPG,Jets,home,3,
2024021135,2025-03-25,15,WSH,Capitals,away,2,
2024021136,2025-03-25,21,COL,Avalanche,home,5,
2024021136,2025-03-25,17,DET,Red Wings,away,2,
2024021137,2025-03-25,20,CGY,Flames,home,4,
2024021137,2025-03-25,55,SEA,Kraken,away,3,
2024021138,2025-03-25,26,LAK,Kings,home,3,
2024021138,2025-03-25,3,NYR,Rangers,away,1,
2024021139,2025-03-26,2,NYI,Islanders,home,2,
2024021139,2025-03-26,23,VAN,Canucks,away,5,
2024021140,2025-03-26,16,CHI,Blackhawks,home,3,
2024021140,2025-03-26,1,NJD,Devils,away,5,
2024021141,2025-03-26,22,EDM,Oilers,home,3,
2024021141,2025-03-26,25,DAL,Stars,away,4,
2024021142,2025-03-26,24,ANA,Ducks,home,6,
2024021142,2025-03-26,6,BOS,Bruins,away,2,
2024021143,2025-03-27,7,BUF,Sabres,home,7,
2024021143,2025-03-27,5,PIT,Penguins,away,3,
2024021144,2025-03-27,17,DET,Red Wings,home,3,
2024021144,2025-03-27,9,OTT,Senators,away,4,
2024021145,2025-03-27,14,TBL,Lightning,home,8,
2024021145,2025-03-27,59,UTA,Utah Hockey Club,away,0,
2024021146,2025-03-27,4,PHI,Flyers,home,6,
2024021146,2025-03-27,8,MTL,Canadiens,away,4,
2024021148,2025-03-27,30,MIN,Wild,home,4,
2024021148,2025-03-27,15,WSH,Capitals,away,2,
2024021147,2025-03-27,18,NSH,Predators,home,2,
2024021147,2025-03-27,19,STL,Blues,away,3,
2024021150,2025-03-27,20,CGY,Flames,home,2,
2024021150,2025-03-27,25,DAL,Stars,away,5,
2024021149,2025-03-27,21,COL,Avalanche,home,4,
2024021149,2025-03-27,26,LAK,Kings,away,0,
2024021151,2025-03-27,55,SEA,Kraken,home,6,
2024021151,2025-03-27,22,EDM,Oilers,away,1,
2024021152,2025-03-27,28,SJS,Sharks,home,6,
2024021152,2025-03-27,10,TOR,Maple Leafs,away,5,
2024021104,2025-03-22,3,NYR,Rangers,home,5,
2024021104,2025-03-22,23,VAN,Canucks,away,3,
2024021105,2025-03-22,25,DAL,Stars,home,3,
2024021105,2025-03-22,4,PHI,Flyers,away,2,
2024021106,2025-03-22,30,MIN,Wild,home,4,
2024021106,2025-03-22,7,BUF,Sabres,away,1,
2024021107,2025-03-22,19,STL,Blues,home,4,
2024021107,2025-03-22,16,CHI,Blackhawks,away,1,
2024021108,2025-03-22,2,NYI,Islanders,home,3,
2024021108,2025-03-22,20,CGY,Flames,away,4,
2024021109,2025-03-22,26,LAK,Kings,home,7,
2024021109,2025-03-22,12,CAR,Hurricanes,away,2,
2024021110,2025-03-22,15,WSH,Capitals,home,6,
2024021110,2025-03-22,13,FLA,Panthers,away,3,
2024021111,2025-03-22,59,UTA,Utah Hockey Club,home,6,
2024021111,2025-03-22,14,TBL,Lightning,away,4,
2024021112,2025-03-22,8,MTL,Canadiens,home,4,
2024021112,2025-03-22,21,COL,Avalanche,away,5,
2024021113,2025-03-22,1,NJD,Devils,home,2,
2024021113,2025-03-22,9,OTT,Senators,away,3,
2024021114,2025-03-22,18,NSH,Predators,home,5,
2024021114,2025-03-22,10,TOR,Maple Leafs,away,2,
2024021115,2025-03-22,54,VGK,Golden Knights,home,6,
2024021115,2025-03-22,17,DET,Red Wings,away,3,
2024021116,2025-03-22,22,EDM,Oilers,home,5,
2024021116,2025-03-22,55,SEA,Kraken,away,4,
2024021117,2025-03-22,28,SJS,Sharks,home,3,
2024021117,2025-03-22,6,BOS,Bruins,away,1,
2024021118,2025-03-23,16,CHI,Blackhawks,home,7,
2024021118,2025-03-23,4,PHI,Flyers,away,4,
2024021119,2025-03-23,52,WPG,Jets,home,3,
2024021119,2025-03-23,7,BUF,Sabres,away,5,
2024021120,2025-03-23,13,FLA,Panthers,home,4,
2024021120,2025-03-23,5,PIT,Penguins,away,3,
2024021121,2025-03-23,19,STL,Blues,home,4,
2024021121,2025-03-23,18,NSH,Predators,away,1,
2024021122,2025-03-23,54,VGK,Golden Knights,home,4,
2024021122,2025-03-23,14,TBL,Lightning,away,2,
2024021123,2025-03-23,24,ANA,Ducks,home,2,
2024021123,2025-03-23,12,CAR,Hurricanes,away,5,
2024021124,2025-03-23,26,LAK,Kings,home,7,
2024021124,2025-03-23,6,BOS,Bruins,away,2,
2024021125,2025-03-24,1,NJD,Devils,home,3,
2024021125,2025-03-24,23,VAN,Canucks,away,4,
2024021126,2025-03-24,2,NYI,Islanders,home,3,
2024021126,2025-03-24,29,CBJ,Blue Jackets,away,4,
2024021127,2025-03-24,25,DAL,Stars,home,3,
2024021127,2025-03-24,30,MIN,Wild,away,0,
2024021128,2025-03-24,59,UTA,Utah Hockey Club,home,1,
2024021128,2025-03-24,17,DET,Red Wings,away,5,
2024021129,2025-03-25,7,BUF,Sabres,home,3,
2024021129,2025-03-25,9,OTT,Senators,away,2,
2024021130,2025-03-25,10,TOR,Maple Leafs,home,7,
2024021130,2025-03-25,4,PHI,Flyers,away,2,
2024021131,2025-03-25,14,TBL,Lightning,home,6,
2024021131,2025-03-25,5,PIT,Penguins,away,1,
2024021132,2025-03-25,12,CAR,Hurricanes,home,1,
2024021132,2025-03-25,18,NSH,Predators,away,3,
2024021133,2025-03-25,19,STL,Blues,home,6,
2024021133,2025-03-25,8,MTL,Canadiens,away,1,
2024021134,2025-03-25,30,MIN,Wild,home,1,
2024021134,2025-03-25,54,VGK,Golden Knights,away,5,
2024021135,2025-03-25,52,WPG,Jets,home,3,
2024021135,2025-03-25,15,WSH,Capitals,away,2,
2024021136,2025-03-25,21,COL,Avalanche,home,5,
2024021136,2025-03-25,17,DET,Red Wings,away,2,
2024021137,2025-03-25,20,CGY,Flames,home,4,
2024021137,2025-03-25,55,SEA,Kraken,away,3,
2024021138,2025-03-25,26,LAK,Kings,home,3,
2024021138,2025-03-25,3,NYR,Rangers,away,1,
2024021139,2025-03-26,2,NYI,Islanders,home,2,
2024021139,2025-03-26,23,VAN,Canucks,away,5,
2024021140,2025-03-26,16,CHI,Blackhawks,home,3,
2024021140,2025-03-26,1,NJD,Devils,away,5,
2024021141,2025-03-26,22,EDM,Oilers,home,3,
2024021141,2025-03-26,25,DAL,Stars,away,4,
2024021142,2025-03-26,24,ANA,Ducks,home,6,
2024021142,2025-03-26,6,BOS,Bruins,away,2,
2024021143,2025-03-27,7,BUF,Sabres,home,7,
2024021143,2025-03-27,5,PIT,Penguins,away,3,
2024021144,2025-03-27,17,DET,Red Wings,home,3,
2024021144,2025-03-27,9,OTT,Senators,away,4,
2024021145,2025-03-27,14,TBL,Lightning,home,8,
2024021145,2025-03-27,59,UTA,Utah Hockey Club,away,0,
2024021146,2025-03-27,4,PHI,Flyers,home,6,
2024021146,2025-03-27,8,MTL,Canadiens,away,4,
2024021148,2025-03-27,30,MIN,Wild,home,4,
2024021148,2025-03-27,15,WSH,Capitals,away,2,
2024021147,2025-03-27,18,NSH,Predators,home,2,
2024021147,2025-03-27,19,STL,Blues,away,3,
2024021150,2025-03-27,20,CGY,Flames,home,2,
2024021150,2025-03-27,25,DAL,Stars,away,5,
2024021149,2025-03-27,21,COL,Avalanche,home,4,
2024021149,2025-03-27,26,LAK,Kings,away,0,
2024021151,2025-03-27,55,SEA,Kraken,home,6,
2024021151,2025-03-27,22,EDM,Oilers,away,1,
2024021152,2025-03-27,28,SJS,Sharks,home,6,
2024021152,2025-03-27,10,TOR,Maple Leafs,away,5,
2024021153,2025-03-28,13,FLA,Panthers,home,2,
2024021153,2025-03-28,59,UTA,Utah Hockey Club,away,1,
2024021154,2025-03-28,12,CAR,Hurricanes,home,4,
2024021154,2025-03-28,8,MTL,Canadiens,away,1,
2024021155,2025-03-28,29,CBJ,Blue Jackets,home,7,
2024021155,2025-03-28,23,VAN,Canucks,away,6,
2024021156,2025-03-28,52,WPG,Jets,home,4,
2024021156,2025-03-28,1,NJD,Devils,away,0,
2024021157,2025-03-28,16,CHI,Blackhawks,home,3,
2024021157,2025-03-28,54,VGK,Golden Knights,away,5,
2024021158,2025-03-28,24,ANA,Ducks,home,5,
2024021158,2025-03-28,3,NYR,Rangers,away,4,
2024021118,2025-03-23,16,CHI,Blackhawks,home,7,
2024021118,2025-03-23,4,PHI,Flyers,away,4,
2024021119,2025-03-23,52,WPG,Jets,home,3,
2024021119,2025-03-23,7,BUF,Sabres,away,5,
2024021120,2025-03-23,13,FLA,Panthers,home,4,
2024021120,2025-03-23,5,PIT,Penguins,away,3,
2024021121,2025-03-23,19,STL,Blues,home,4,
2024021121,2025-03-23,18,NSH,Predators,away,1,
2024021122,2025-03-23,54,VGK,Golden Knights,home,4,
2024021122,2025-03-23,14,TBL,Lightning,away,2,
2024021123,2025-03-23,24,ANA,Ducks,home,2,
2024021123,2025-03-23,12,CAR,Hurricanes,away,5,
2024021124,2025-03-23,26,LAK,Kings,home,7,
2024021124,2025-03-23,6,BOS,Bruins,away,2,
2024021125,2025-03-24,1,NJD,Devils,home,3,
2024021125,2025-03-24,23,VAN,Canucks,away,4,
2024021126,2025-03-24,2,NYI,Islanders,home,3,
2024021126,2025-03-24,29,CBJ,Blue Jackets,away,4,
2024021127,2025-03-24,25,DAL,Stars,home,3,
2024021127,2025-03-24,30,MIN,Wild,away,0,
2024021128,2025-03-24,59,UTA,Utah Hockey Club,home,1,
2024021128,2025-03-24,17,DET,Red Wings,away,5,
2024021129,2025-03-25,7,BUF,Sabres,home,3,
2024021129,2025-03-25,9,OTT,Senators,away,2,
2024021130,2025-03-25,10,TOR,Maple Leafs,home,7,
2024021130,2025-03-25,4,PHI,Flyers,away,2,
2024021131,2025-03-25,14,TBL,Lightning,home,6,
2024021131,2025-03-25,5,PIT,Penguins,away,1,
2024021132,2025-03-25,12,CAR,Hurricanes,home,1,
2024021132,2025-03-25,18,NSH,Predators,away,3,
2024021133,2025-03-25,19,STL,Blues,home,6,
2024021133,2025-03-25,8,MTL,Canadiens,away,1,
2024021134,2025-03-25,30,MIN,Wild,home,1,
2024021134,2025-03-25,54,VGK,Golden Knights,away,5,
2024021135,2025-03-25,52,WPG,Jets,home,3,
2024021135,2025-03-25,15,WSH,Capitals,away,2,
2024021136,2025-03-25,21,COL,Avalanche,home,5,
2024021136,2025-03-25,17,DET,Red Wings,away,2,
2024021137,2025-03-25,20,CGY,Flames,home,4,
2024021137,2025-03-25,55,SEA,Kraken,away,3,
2024021138,2025-03-25,26,LAK,Kings,home,3,
2024021138,2025-03-25,3,NYR,Rangers,away,1,
2024021139,2025-03-26,2,NYI,Islanders,home,2,
2024021139,2025-03-26,23,VAN,Canucks,away,5,
2024021140,2025-03-26,16,CHI,Blackhawks,home,3,
2024021140,2025-03-26,1,NJD,Devils,away,5,
2024021141,2025-03-26,22,EDM,Oilers,home,3,
2024021141,2025-03-26,25,DAL,Stars,away,4,
2024021142,2025-03-26,24,ANA,Ducks,home,6,
2024021142,2025-03-26,6,BOS,Bruins,away,2,
2024021143,2025-03-27,7,BUF,Sabres,home,7,
2024021143,2025-03-27,5,PIT,Penguins,away,3,
2024021144,2025-03-27,17,DET,Red Wings,home,3,
2024021144,2025-03-27,9,OTT,Senators,away,4,
2024021145,2025-03-27,14,TBL,Lightning,home,8,
2024021145,2025-03-27,59,UTA,Utah Hockey Club,away,0,
2024021146,2025-03-27,4,PHI,Flyers,home,6,
2024021146,2025-03-27,8,MTL,Canadiens,away,4,
2024021148,2025-03-27,30,MIN,Wild,home,4,
2024021148,2025-03-27,15,WSH,Capitals,away,2,
2024021147,2025-03-27,18,NSH,Predators,home,2,
2024021147,2025-03-27,19,STL,Blues,away,3,
2024021150,2025-03-27,20,CGY,Flames,home,2,
2024021150,2025-03-27,25,DAL,Stars,away,5,
2024021149,2025-03-27,21,COL,Avalanche,home,4,
2024021149,2025-03-27,26,LAK,Kings,away,0,
2024021151,2025-03-27,55,SEA,Kraken,home,6,
2024021151,2025-03-27,22,EDM,Oilers,away,1,
2024021152,2025-03-27,28,SJS,Sharks,home,6,
2024021152,2025-03-27,10,TOR,Maple Leafs,away,5,
2024021153,2025-03-28,13,FLA,Panthers,home,2,
2024021153,2025-03-28,59,UTA,Utah Hockey Club,away,1,
2024021154,2025-03-28,12,CAR,Hurricanes,home,4,
2024021154,2025-03-28,8,MTL,Canadiens,away,1,
2024021155,2025-03-28,29,CBJ,Blue Jackets,home,7,
2024021155,2025-03-28,23,VAN,Canucks,away,6,
2024021156,2025-03-28,52,WPG,Jets,home,4,
2024021156,2025-03-28,1,NJD,Devils,away,0,
2024021157,2025-03-28,16,CHI,Blackhawks,home,3,
2024021157,2025-03-28,54,VGK,Golden Knights,away,5,
2024021158,2025-03-28,24,ANA,Ducks,home,5,
2024021158,2025-03-28,3,NYR,Rangers,away,4,
2024021159,2025-03-29,4,PHI,Flyers,home,7,
2024021159,2025-03-29,7,BUF,Sabres,away,4,
2024021160,2025-03-29,14,TBL,Lightning,home,5,
2024021160,2025-03-29,2,NYI,Islanders,away,3,
2024021161,2025-03-29,21,COL,Avalanche,home,1,
2024021161,2025-03-29,19,STL,Blues,away,2,
2024021162,2025-03-29,30,MIN,Wild,home,2,
2024021162,2025-03-29,1,NJD,Devils,away,5,
2024021163,2025-03-29,18,NSH,Predators,home,1,
2024021163,2025-03-29,54,VGK,Golden Knights,away,3,
2024021164,2025-03-29,9,OTT,Senators,home,3,
2024021164,2025-03-29,29,CBJ,Blue Jackets,away,2,
2024021165,2025-03-29,26,LAK,Kings,home,1,
2024021165,2025-03-29,10,TOR,Maple Leafs,away,3,
2024021166,2025-03-29,17,DET,Red Wings,home,2,
2024021166,2025-03-29,6,BOS,Bruins,away,1,
2024021167,2025-03-29,22,EDM,Oilers,home,3,
2024021167,2025-03-29,20,CGY,Flames,away,2,
2024021168,2025-03-29,28,SJS,Sharks,home,1,
2024021168,2025-03-29,3,NYR,Rangers,away,6,
